@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.324246,-0.3228,-0.315909,49,'Nutrition/Physical Activity/Obesity'
-1.033158,-1.079383,-0.926462,38,'Smoking and Alcohol Use'
0.014037,-0.213787,0.25743,16,Caregiving
0.214564,0.24447,0.184244,20,'Overall Health'
0.548775,0.725871,0.377971,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
1.546953,1.684044,1.398271,22,'Screenings and Vaccines'
-0.529613,-0.838682,-0.07406,52,'Screenings and Vaccines'
-1.474317,-1.347856,-1.606662,11,'Overall Health'
1.003303,1.073035,0.924714,21,'Screenings and Vaccines'
-0.578631,-0.459116,-0.698294,39,Caregiving
1.150356,1.373911,0.933324,12,'Overall Health'
-1.313895,-1.259908,-1.335443,18,'Cognitive Decline'
0.075433,0.107494,0.032443,11,'Overall Health'
2.469376,2.253394,2.371214,22,'Screenings and Vaccines'
2.277762,1.883085,2.289418,40,'Screenings and Vaccines'
-0.516245,-0.375797,-0.655243,12,'Nutrition/Physical Activity/Obesity'
-0.877193,-0.741476,-1.012563,14,'Mental Health'
0.21902,0.179666,0.25743,32,'Overall Health'
1.493479,1.077664,1.72115,49,Caregiving
1.413268,0.813819,1.755591,40,'Screenings and Vaccines'
-1.429755,-1.320083,-1.546391,12,'Overall Health'
-1.407475,-1.255279,-1.563611,12,'Overall Health'
0.027406,-0.422085,0.537259,37,'Cognitive Decline'
-0.756877,-0.778507,-0.711209,40,'Smoking and Alcohol Use'
-1.001965,-1.1303,-0.737039,13,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,18,Caregiving
-1.304983,-1.176589,-1.434459,38,'Mental Health'
-1.117744,-1.0579,-1.160363,53,'Smoking and Alcohol Use'
-1.469861,-1.338599,-1.602356,34,'Overall Health'
-0.315718,-0.297106,-0.332364,4,'Overall Health'
-0.596455,-0.514662,-0.681074,7,'Nutrition/Physical Activity/Obesity'
-0.819263,-0.996063,-0.521786,14,'Mental Health'
1.849971,1.434086,2.000979,30,'Screenings and Vaccines'
0.997942,1.004426,0.96825,50,'Screenings and Vaccines'
2.206463,2.244136,2.099995,40,'Screenings and Vaccines'
0.997942,1.004426,0.96825,50,'Screenings and Vaccines'
0.241301,0.32779,0.154108,12,'Overall Health'
-0.663298,-0.584095,-0.741344,32,'Nutrition/Physical Activity/Obesity'
-0.854912,-0.810909,-0.887716,22,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,42,'Overall Health'
-0.538525,-0.64427,-0.392635,12,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,37,'Cognitive Decline'
-1.166843,-1.028465,-1.301002,11,'Mental Health'
-1.175755,-1.074754,-1.275172,25,'Cognitive Decline'
1.038952,0.767531,1.234678,4,'Screenings and Vaccines'
-1.006421,-0.917373,-1.085749,45,'Nutrition/Physical Activity/Obesity'
-1.059895,-1.144187,-0.874801,54,'Cognitive Decline'
-1.055439,-0.949775,-1.16324,11,'Smoking and Alcohol Use'
1.172636,1.202643,1.127052,21,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,36,'Smoking and Alcohol Use'
1.390988,1.554436,1.230373,19,'Overall Health'
-0.264658,-0.447356,-0.051172,46,'Cognitive Decline'
0.075433,0.107494,0.032443,38,'Overall Health'
-0.264658,-0.447356,-0.051172,4,'Cognitive Decline'
-0.369192,-0.528549,-0.173076,3,Caregiving
-1.117744,-1.0579,-1.160363,37,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,16,'Smoking and Alcohol Use'
-0.930667,-0.857198,-0.999648,16,'Nutrition/Physical Activity/Obesity'
0.187827,0.147264,0.222989,41,'Overall Health'
0.156634,0.138006,0.171328,8,'Overall Health'
0.075433,0.107494,0.032443,34,'Overall Health'
0.075433,0.107494,0.032443,17,'Overall Health'
1.056776,0.966572,1.114137,49,'Screenings and Vaccines'
2.607517,2.656104,2.40996,38,'Screenings and Vaccines'
-1.140106,-1.060867,-1.214901,10,'Mental Health'
-0.2044,-0.28392,-0.097691,1,Caregiving
1.270672,1.049891,1.406881,21,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,25,'Nutrition/Physical Activity/Obesity'
-0.774701,-0.945146,-0.491651,10,'Overall Health'
-0.155296,-0.491518,0.248819,1,'Overall Health'
0.997942,1.004426,0.96825,47,'Screenings and Vaccines'
-0.213226,-0.148983,-0.285008,37,'Nutrition/Physical Activity/Obesity'
0.009581,0.073202,-0.052535,34,'Screenings and Vaccines'
0.075433,0.107494,0.032443,14,'Overall Health'
-0.264658,-0.447356,-0.051172,39,'Cognitive Decline'
2.518394,2.716279,2.293723,27,'Overall Health'
0.767127,0.809191,0.718071,12,'Screenings and Vaccines'
0.075433,0.107494,0.032443,15,'Overall Health'
0.075433,0.107494,0.032443,37,'Overall Health'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-0.641017,-0.935888,-0.168771,8,'Overall Health'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-0.360279,-0.264704,-0.45721,51,'Nutrition/Physical Activity/Obesity'
-1.27379,-1.29231,-1.15463,21,'Smoking and Alcohol Use'
0.544319,0.61015,0.472683,6,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,31,'Nutrition/Physical Activity/Obesity'
-0.471683,-0.389683,-0.556227,15,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,2,'Overall Health'
-0.239963,-0.607239,0.222989,35,'Overall Health'
0.45074,0.559232,0.334921,38,'Screenings and Vaccines'
0.009581,-0.223044,0.25743,51,'Overall Health'
-0.476139,-0.648899,-0.246262,12,'Overall Health'
-1.371825,-1.273795,-1.47751,19,'Overall Health'
0.997942,1.004426,0.96825,37,'Screenings and Vaccines'
-1.496598,-1.380258,-1.606662,6,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,1,'Smoking and Alcohol Use'
0.348249,-0.218415,0.911799,38,'Overall Health'
-1.015333,-0.931259,-1.090054,8,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
-1.443124,-1.324712,-1.559306,50,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,8,Caregiving
-1.27379,-1.185846,-1.352663,38,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,53,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,34,'Smoking and Alcohol Use'
0.147722,0.091718,0.201464,47,'Screenings and Vaccines'
0.075433,0.107494,0.032443,6,'Overall Health'
-0.12856,-0.343395,0.119668,21,'Overall Health'
-0.600911,-0.570209,-0.625108,21,'Overall Health'
-1.086632,-1.005321,-1.16324,12,'Smoking and Alcohol Use'
1.141443,1.151726,1.105526,17,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,53,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,35,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,53,'Smoking and Alcohol Use'
-0.485052,-0.709074,-0.181687,9,'Nutrition/Physical Activity/Obesity'
-0.67221,-0.597982,-0.745649,11,'Overall Health'
1.194917,1.327622,1.053866,22,'Screenings and Vaccines'
0.075433,0.107494,0.032443,40,'Overall Health'
-1.117825,-1.097898,-1.11158,26,'Mental Health'
2.041586,2.295053,1.798641,52,'Overall Health'
-0.378104,-0.72759,0.102447,30,'Mental Health'
1.546953,1.531292,1.523117,43,'Overall Health'
0.075433,0.107494,0.032443,29,'Overall Health'
0.50867,0.545346,0.468378,45,'Overall Health'
1.529128,1.54055,1.484372,53,'Screenings and Vaccines'
-1.670387,-0.447356,-0.051172,39,'Cognitive Decline'
-0.574175,-0.672043,-0.435685,38,Caregiving
-1.022543,-0.968484,-1.057809,37,'Mental Health'
-0.667754,-0.547064,-0.784395,25,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,30,'Cognitive Decline'
0.075433,0.107494,0.032443,25,'Overall Health'
-0.213226,-0.135096,-0.293618,45,'Nutrition/Physical Activity/Obesity'
0.143266,-0.000859,0.29187,16,Caregiving
-1.438668,-1.306197,-1.576526,12,'Overall Health'
-1.022543,-0.968484,-1.057809,50,'Mental Health'
-0.752421,-0.76462,-0.715514,9,'Overall Health'
0.075433,0.107494,0.032443,3,'Overall Health'
1.043408,1.211901,0.873053,32,'Screenings and Vaccines'
0.997942,1.004426,0.96825,19,'Screenings and Vaccines'
0.401722,0.485171,0.322005,12,'Screenings and Vaccines'
0.997942,1.004426,0.96825,7,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,38,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,12,Caregiving
1.493479,1.623869,1.35522,21,'Screenings and Vaccines'
1.604883,1.82291,1.393965,6,'Overall Health'
-0.264658,-0.447356,-0.051172,23,'Cognitive Decline'
-1.398562,-1.246021,-1.555001,12,'Overall Health'
1.898989,1.114695,2.155961,25,'Screenings and Vaccines'
-1.006421,-1.074754,-0.866191,11,'Mental Health'
-1.175755,-1.232135,-0.999648,40,'Overall Health'
-0.141928,0.013027,-0.293618,12,'Overall Health'
-0.841544,-0.783136,-0.892022,11,'Mental Health'
1.694006,1.466488,1.785726,7,Caregiving
-1.304983,-1.301568,-1.219206,29,'Smoking and Alcohol Use'
1.297409,1.049891,1.454236,34,'Overall Health'
-1.198036,-1.1303,-1.249342,32,Caregiving
0.997942,1.004426,0.96825,29,'Screenings and Vaccines'
1.894533,2.086755,1.699625,12,'Overall Health'
-0.182033,-0.514662,0.218684,41,Caregiving
0.075433,0.107494,0.032443,11,'Overall Health'
2.322323,2.109899,2.276503,43,'Overall Health'
0.107616,0.198182,0.016346,20,'Overall Health'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
-0.449402,-0.380425,-0.517481,32,'Nutrition/Physical Activity/Obesity'
-0.681122,-0.579466,-0.784395,38,'Overall Health'
-1.385194,-1.25065,-1.524865,30,'Overall Health'
-0.264658,-0.447356,-0.051172,25,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,43,'Nutrition/Physical Activity/Obesity'
1.925726,2.077497,1.764201,49,'Overall Health'
0.997942,1.004426,0.96825,27,'Screenings and Vaccines'
-1.469861,-1.375629,-1.542086,16,'Mental Health'
-1.438668,-1.301568,-1.580831,34,'Overall Health'
-1.291615,-1.199733,-1.378493,50,'Nutrition/Physical Activity/Obesity'
1.538041,1.429457,1.574778,21,'Screenings and Vaccines'
0.811688,0.957314,0.66641,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,38,'Screenings and Vaccines'
0.075433,0.107494,0.032443,14,'Overall Health'
-0.846,-0.755363,-0.935072,29,'Overall Health'
-1.27379,-1.153444,-1.404324,22,'Overall Health'
0.997942,1.004426,0.96825,37,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,49,'Smoking and Alcohol Use'
1.497935,1.670158,1.325085,7,'Overall Health'
-0.288981,-0.195271,-0.384024,12,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,19,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,12,'Nutrition/Physical Activity/Obesity'
-1.340632,-1.208991,-1.481815,51,'Overall Health'
0.294775,0.346305,0.235904,7,'Overall Health'
-1.135649,-1.185846,-0.991038,40,'Smoking and Alcohol Use'
1.587058,1.771993,1.402576,50,'Overall Health'
-1.278246,-1.208991,-1.331138,16,'Mental Health'
-0.324246,-0.3228,-0.315909,40,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,35,Caregiving
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,25,'Smoking and Alcohol Use'
-0.814807,-0.718332,-0.913547,13,Caregiving
1.983656,1.961776,1.927793,49,'Overall Health'
-1.022543,-0.968484,-1.057809,52,'Mental Health'
0.997942,1.004426,0.96825,37,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,18,Caregiving
-1.117744,-1.0579,-1.160363,49,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,10,'Overall Health'
-0.431578,-0.380425,-0.478736,9,Caregiving
-0.280069,-0.398941,-0.142941,7,'Overall Health'
1.9792,2.174703,1.781421,2,'Overall Health'
-1.022543,-0.968484,-1.057809,2,'Mental Health'
0.075433,0.107494,0.032443,30,'Overall Health'
1.992568,2.230249,1.764201,6,'Overall Health'
-1.117744,-1.0579,-1.160363,10,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,9,Caregiving
-0.61428,-0.76462,-0.39694,44,'Overall Health'
0.094248,0.054687,0.132583,50,'Overall Health'
-1.117744,-1.0579,-1.160363,16,'Smoking and Alcohol Use'
0.39281,0.110233,0.6578,4,'Screenings and Vaccines'
0.120985,0.12412,0.115363,12,'Nutrition/Physical Activity/Obesity'
0.241301,0.374078,0.111058,38,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,3,'Cognitive Decline'
0.997942,1.004426,0.96825,46,'Screenings and Vaccines'
1.854427,1.952518,1.734065,32,'Screenings and Vaccines'
0.597793,0.582377,0.601834,32,'Screenings and Vaccines'
0.722565,0.832335,0.606139,7,'Overall Health'
1.560321,1.707189,1.411186,31,'Screenings and Vaccines'
1.872252,1.859941,1.820166,41,Caregiving
0.112073,-0.236931,0.489903,26,'Cognitive Decline'
2.420358,2.54964,2.242062,17,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
2.554043,2.813485,2.298028,28,'Screenings and Vaccines'
0.201196,0.313903,0.085227,28,'Screenings and Vaccines'
1.694006,1.924745,1.471457,10,'Overall Health'
0.874074,0.392594,1.251899,38,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,20,'Mental Health'
-1.117744,-1.0579,-1.160363,5,'Smoking and Alcohol Use'
0.633442,0.674954,0.584614,24,'Overall Health'
-0.324246,-0.3228,-0.315909,17,'Nutrition/Physical Activity/Obesity'
-0.90393,-0.857198,-0.943682,21,'Nutrition/Physical Activity/Obesity'
1.16818,1.285963,1.049561,16,'Screenings and Vaccines'
0.74039,0.89251,0.588919,51,'Screenings and Vaccines'
1.609339,1.262818,1.777116,14,'Overall Health'
-0.476139,-0.570209,-0.345279,19,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,34,'Smoking and Alcohol Use'
1.172636,1.281334,1.053866,21,'Screenings and Vaccines'
0.263582,0.239841,0.278955,12,'Overall Health'
-1.022543,-0.968484,-1.057809,21,'Mental Health'
0.075433,0.107494,0.032443,43,'Overall Health'
-1.238141,-1.125671,-1.356968,39,'Cognitive Decline'
-1.166843,-1.079383,-1.245036,31,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,2,'Screenings and Vaccines'
-0.190946,0.00377,-0.379719,12,'Nutrition/Physical Activity/Obesity'
-1.135649,-1.121042,-1.115885,17,'Mental Health'
-1.465405,-1.324712,-1.615272,13,'Overall Health'
-1.022543,-0.968484,-1.057809,8,'Mental Health'
-0.264658,-0.447356,-0.051172,36,'Cognitive Decline'
-0.275612,-0.172127,-0.388329,8,'Overall Health'
-1.492141,-1.371001,-1.615272,15,'Overall Health'
-1.033158,-0.8896,-1.180461,11,'Mental Health'
-1.21586,-1.065496,-1.365578,11,'Mental Health'
-0.476139,-0.454487,-0.491651,25,Caregiving
-1.371825,-1.343227,-1.417239,25,'Overall Health'
0.075433,0.107494,0.032443,49,'Overall Health'
0.120985,0.100976,0.136888,21,'Overall Health'
-1.024246,-0.92663,-1.12019,12,'Overall Health'
0.075433,0.107494,0.032443,21,'Overall Health'
-0.618736,-0.797022,-0.358194,33,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,11,'Screenings and Vaccines'
1.382075,1.503519,1.256204,9,'Screenings and Vaccines'
0.075433,0.107494,0.032443,51,'Overall Health'
-0.342455,-0.287848,-0.401245,48,'Mental Health'
-1.117744,-1.0579,-1.160363,32,'Smoking and Alcohol Use'
0.152178,-0.061034,0.373666,47,'Overall Health'
0.997942,1.004426,0.96825,12,'Screenings and Vaccines'
-1.082176,-1.014579,-1.13741,39,Caregiving
-0.360279,-0.255446,-0.465821,34,'Nutrition/Physical Activity/Obesity'
2.014849,2.091384,1.897658,34,'Overall Health'
0.997942,1.004426,0.96825,8,'Screenings and Vaccines'
-0.649929,-0.48226,-0.81453,11,'Mental Health'
1.230566,1.434086,1.036645,21,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,40,Caregiving
-0.324246,-0.3228,-0.315909,24,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,13,'Screenings and Vaccines'
-1.184667,-1.097898,-1.262257,20,'Mental Health'
-0.324246,-0.3228,-0.315909,8,'Nutrition/Physical Activity/Obesity'
-0.097366,-0.357281,0.201464,12,'Nutrition/Physical Activity/Obesity'
2.277762,2.401517,2.117216,23,'Overall Health'
-1.033158,-0.977548,-1.077139,29,'Mental Health'
-0.525157,-0.838682,-0.06545,32,'Mental Health'
-1.483229,-1.45432,-1.52056,12,'Overall Health'
0.075433,0.107494,0.032443,12,'Overall Health'
-0.520701,-0.542435,-0.487346,39,'Cognitive Decline'
0.075433,0.107494,0.032443,11,'Overall Health'
-1.634738,-1.509866,-1.662627,39,Caregiving
-1.022543,-0.968484,-1.057809,46,'Mental Health'
-1.456492,-1.347856,-1.572221,6,'Overall Health'
1.814322,1.920116,1.691015,3,'Overall Health'
-0.226595,-0.510033,0.115363,54,'Screenings and Vaccines'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
0.997942,1.004426,0.96825,43,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,49,'Cognitive Decline'
0.075433,0.107494,0.032443,11,'Overall Health'
-1.135649,-1.181218,-1.008258,21,Caregiving
-1.117744,-1.0579,-1.160363,24,'Smoking and Alcohol Use'
1.301865,1.202643,1.34661,36,'Screenings and Vaccines'
0.075433,0.107494,0.032443,43,'Overall Health'
1.68955,1.790508,1.570473,1,'Overall Health'
0.997942,1.004426,0.96825,43,'Screenings and Vaccines'
0.075433,0.107494,0.032443,20,'Overall Health'
-1.496598,-1.403403,-1.572221,34,'Smoking and Alcohol Use'
0.321512,0.369449,0.270345,31,'Overall Health'
-0.2044,-0.28392,-0.097691,4,Caregiving
-0.264658,-0.447356,-0.051172,37,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,19,'Nutrition/Physical Activity/Obesity'
0.040774,-0.186013,0.28326,43,'Screenings and Vaccines'
-1.255966,-1.144187,-1.365578,3,'Mental Health'
-0.609824,-0.500776,-0.719819,48,'Nutrition/Physical Activity/Obesity'
1.266216,1.37854,1.144272,19,'Screenings and Vaccines'
0.075433,0.107494,0.032443,33,'Overall Health'
-1.022543,-0.968484,-1.057809,43,'Mental Health'
1.377619,1.281334,1.419796,34,'Overall Health'
1.51576,1.355396,1.587693,39,Caregiving
-0.930667,-0.810909,-1.047004,32,'Mental Health'
1.92127,0.938799,2.211927,39,Caregiving
1.760848,1.688673,1.755591,29,Caregiving
0.075433,0.107494,0.032443,51,'Overall Health'
0.075433,0.107494,0.032443,11,'Overall Health'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
-0.966316,-0.880342,-1.047004,41,'Mental Health'
-0.792526,-0.713703,-0.870496,19,Caregiving
-1.184667,-1.060867,-1.305307,50,'Smoking and Alcohol Use'
-0.168665,-0.019375,-0.319448,12,'Overall Health'
-0.264658,-0.447356,-0.051172,23,'Cognitive Decline'
1.671725,1.762735,1.561863,34,'Screenings and Vaccines'
-0.284525,-0.380425,-0.164466,39,'Cognitive Decline'
0.075433,0.107494,0.032443,34,'Overall Health'
0.33488,0.341676,0.322005,41,'Screenings and Vaccines'
-0.944035,-1.019208,-0.79731,44,'Overall Health'
-0.2044,-0.28392,-0.097691,13,Caregiving
1.462286,1.526663,1.376745,47,'Screenings and Vaccines'
0.075433,0.107494,0.032443,44,'Overall Health'
0.771583,0.517573,0.98068,9,'Cognitive Decline'
-1.082176,-0.982177,-1.184766,33,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,35,'Screenings and Vaccines'
0.075433,0.107494,0.032443,34,'Overall Health'
0.997942,1.004426,0.96825,45,'Screenings and Vaccines'
1.003303,0.961943,1.019425,36,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,9,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,19,'Nutrition/Physical Activity/Obesity'
0.584425,0.684211,0.485598,48,'Screenings and Vaccines'
1.079057,1.063778,1.066781,45,'Overall Health'
-1.452036,-1.315454,-1.589441,1,'Overall Health'
-1.238141,-1.121042,-1.356968,12,'Smoking and Alcohol Use'
1.845515,1.957147,1.71254,11,'Overall Health'
0.075433,0.107494,0.032443,4,'Overall Health'
-0.694491,-0.630384,-0.75426,32,'Overall Health'
-0.264658,-0.447356,-0.051172,9,'Cognitive Decline'
0.997942,1.004426,0.96825,31,'Screenings and Vaccines'
2.491657,2.757939,2.233452,12,'Overall Health'
0.075433,0.107494,0.032443,3,'Overall Health'
0.744846,0.836964,0.644885,53,'Screenings and Vaccines'
1.662813,1.809023,1.505897,21,'Overall Health'
-0.502876,-0.653528,-0.297923,25,'Overall Health'
-1.278246,-1.29231,-1.167545,44,'Screenings and Vaccines'
0.040774,-0.116581,0.205769,26,'Overall Health'
-0.944035,-1.107156,-0.625108,53,Caregiving
-1.206948,-1.139558,-1.257952,20,'Mental Health'
-0.779157,-0.722961,-0.827446,41,'Mental Health'
-1.015333,-1.074754,-0.879106,36,'Mental Health'
0.075433,0.107494,0.032443,31,'Overall Health'
-0.199858,-0.125838,-0.276398,22,'Overall Health'
0.985478,1.022118,0.933324,12,'Overall Health'
-1.340632,-1.208991,-1.47751,35,'Overall Health'
1.760848,1.961776,1.557558,50,'Overall Health'
0.79832,0.841593,0.748206,4,'Overall Health'
0.075433,0.107494,0.032443,20,'Overall Health'
-0.895017,-0.820167,-0.973818,35,'Screenings and Vaccines'
1.86334,2.072868,1.656574,13,'Overall Health'
-0.413753,-0.334137,-0.491651,47,'Nutrition/Physical Activity/Obesity'
-0.792526,-0.857198,-0.685379,32,'Cognitive Decline'
1.395444,1.383169,1.37244,17,'Screenings and Vaccines'
-1.059895,-1.042352,-1.055614,53,'Smoking and Alcohol Use'
-0.685578,-0.588724,-0.7887,12,'Overall Health'
0.075433,0.107494,0.032443,12,'Overall Health'
-0.489508,-0.496147,-0.470126,36,'Overall Health'
0.932004,0.943427,0.903189,31,'Screenings and Vaccines'
0.33488,-0.246189,0.924714,46,'Screenings and Vaccines'
0.415091,0.508315,0.313395,33,'Screenings and Vaccines'
-1.202492,-1.185846,-1.176155,16,'Cognitive Decline'
-0.264658,-0.447356,-0.051172,26,'Cognitive Decline'
2.496113,2.646846,2.298028,18,'Screenings and Vaccines'
0.997942,1.004426,0.96825,44,'Screenings and Vaccines'
0.075433,0.107494,0.032443,5,'Overall Health'
-0.641017,-0.607239,-0.672463,8,'Overall Health'
-0.912842,-1.361743,0.515733,39,Caregiving
-0.935123,-1.019208,-0.775785,13,'Smoking and Alcohol Use'
1.520216,1.642385,1.38966,10,'Overall Health'
-0.083998,-0.07955,-0.086975,12,'Nutrition/Physical Activity/Obesity'
-0.052805,-0.176756,0.085227,22,Caregiving
0.075433,0.107494,0.032443,48,'Overall Health'
-1.38965,-1.324712,-1.4689,12,'Overall Health'
1.595971,1.785879,1.411186,29,'Overall Health'
-0.409297,-0.408199,-0.39694,40,'Overall Health'
1.787585,1.966405,1.613524,14,'Screenings and Vaccines'
0.187827,-0.088808,0.468378,41,'Cognitive Decline'
0.299231,0.249099,0.347836,30,'Overall Health'
-0.0127,0.151893,-0.177382,12,'Nutrition/Physical Activity/Obesity'
2.429271,2.3506,2.319553,43,'Screenings and Vaccines'
-0.707859,-0.607239,-0.810225,54,'Nutrition/Physical Activity/Obesity'
-0.78807,-0.769249,-0.79731,40,'Mental Health'
-1.15793,-1.060867,-1.249342,24,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,38,'Mental Health'
-0.2044,-0.28392,-0.097691,46,Caregiving
-0.097366,-0.218415,0.033566,24,Caregiving
0.192283,0.212068,0.167023,2,'Overall Health'
0.997942,1.004426,0.96825,6,'Screenings and Vaccines'
2.157446,2.30894,1.988064,15,'Overall Health'
0.075433,0.107494,0.032443,33,'Overall Health'
-0.81035,-0.861826,-0.724124,39,Caregiving
-1.108913,-1.125671,-1.047004,2,'Overall Health'
1.181549,1.142468,1.191628,3,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,5,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,27,'Overall Health'
0.997942,1.004426,0.96825,15,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,27,'Nutrition/Physical Activity/Obesity'
1.065689,1.110066,1.00651,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,34,'Smoking and Alcohol Use'
-0.346911,-0.713703,0.154108,43,'Overall Health'
-0.2044,-0.28392,-0.097691,22,Caregiving
-1.452036,-1.394145,-1.524865,12,'Overall Health'
-1.465405,-1.329341,-1.610967,42,'Overall Health'
0.075433,0.107494,0.032443,42,'Overall Health'
0.075433,0.107494,0.032443,2,'Overall Health'
-0.801438,-0.746105,-0.848971,16,'Overall Health'
-0.721227,-0.64427,-0.79731,15,'Overall Health'
-0.935123,-0.875713,-0.982428,9,Caregiving
-0.721227,-0.639641,-0.80592,37,Caregiving
-1.21586,-1.116414,-1.313917,54,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,37,Caregiving
0.245757,0.272243,0.214379,45,'Overall Health'
0.259126,-0.005488,0.524343,9,'Overall Health'
-0.636561,-0.514662,-0.76287,28,'Mental Health'
-0.101823,0.00377,-0.207517,26,'Screenings and Vaccines'
0.259126,0.355563,0.162718,7,'Nutrition/Physical Activity/Obesity'
-1.113369,-1.056238,-1.16324,20,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,15,'Mental Health'
-1.149018,-1.037723,-1.262257,13,'Overall Health'
-0.935123,-0.843311,-1.021173,39,Caregiving
-1.117744,-1.0579,-1.160363,39,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
0.075433,0.107494,0.032443,25,'Overall Health'
1.350882,1.424828,1.264814,24,'Screenings and Vaccines'
1.079057,1.225788,0.924714,30,'Overall Health'
-1.091088,-0.959032,-1.223511,11,'Smoking and Alcohol Use'
1.337514,1.461859,1.204543,31,'Screenings and Vaccines'
-1.385194,-1.255279,-1.52056,22,'Overall Health'
0.294775,0.489799,0.098142,12,'Overall Health'
0.075433,0.107494,0.032443,25,'Overall Health'
0.997942,1.004426,0.96825,26,'Screenings and Vaccines'
2.108428,2.271909,1.936403,16,'Overall Health'
-0.12856,-0.236931,-0.005179,39,'Cognitive Decline'
-0.137472,-0.070292,-0.207517,36,'Nutrition/Physical Activity/Obesity'
-1.028702,-0.903486,-1.158935,13,'Mental Health'
0.874074,1.017489,0.730986,21,'Screenings and Vaccines'
-1.104456,-1.000692,-1.206291,38,'Overall Health'
0.075433,0.107494,0.032443,34,'Overall Health'
1.57369,1.202643,1.764201,14,'Overall Health'
-0.895017,-0.977548,-0.745649,4,'Overall Health'
-1.01979,-0.977548,-1.042699,26,Caregiving
-0.324246,-0.3228,-0.315909,11,'Nutrition/Physical Activity/Obesity'
-1.122281,-1.139558,-1.047004,2,'Smoking and Alcohol Use'
