@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-1.086632,-0.991434,-1.17185,'Mental Health'
-0.141928,-0.306364,0.046482,Caregiving
1.154812,1.262818,1.040951,'Screenings and Vaccines'
0.74039,0.7305,0.739596,'Screenings and Vaccines'
-1.509966,-1.366372,-1.654017,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
1.524672,0.929541,1.833082,'Screenings and Vaccines'
-1.304983,-1.190475,-1.421544,'Smoking and Alcohol Use'
0.548775,0.114862,0.946239,'Overall Health'
2.005936,2.202476,1.811556,'Overall Health'
-0.850456,-0.787765,-0.909242,'Smoking and Alcohol Use'
-0.681122,-1.296939,0.838613,Caregiving
1.440005,1.489632,1.36383,'Screenings and Vaccines'
0.08088,0.188924,-0.031009,'Overall Health'
-1.345089,-1.315454,-1.318222,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.654385,-0.732218,-0.539007,'Overall Health'
-0.694491,-0.607239,-0.78009,'Nutrition/Physical Activity/Obesity'
0.254669,0.207439,0.296175,Caregiving
-0.529613,-0.463745,-0.594972,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.294775,0.434253,0.154108,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
0.254669,0.304645,0.201464,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.336176,-1.227506,-1.447374,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.792526,-0.755363,-0.823141,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
1.413268,1.526663,1.294949,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.113369,-1.093269,-1.102969,'Smoking and Alcohol Use'
1.587058,1.753477,1.415491,Caregiving
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.406179,0.045429,0.748206,'Screenings and Vaccines'
-0.337999,-0.287848,-0.388329,'Screenings and Vaccines'
-1.171299,-1.056238,-1.288087,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.306806,-0.223044,-0.392635,'Overall Health'
0.183371,0.212068,0.154108,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.125441,0.230584,0.016346,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.257303,1.355396,1.148577,'Screenings and Vaccines'
-0.315718,-0.204529,-0.427075,'Overall Health'
1.636076,1.397055,1.742675,'Overall Health'
-0.199858,-0.065663,-0.336669,'Screenings and Vaccines'
1.301865,1.406313,1.187323,'Overall Health'
1.555865,1.679415,1.419796,'Overall Health'
1.386532,1.33688,1.393965,'Overall Health'
-1.198036,-1.097898,-1.301002,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.670387,-0.28392,-0.097691,Caregiving
1.217198,1.267447,1.148577,'Screenings and Vaccines'
1.190461,0.948056,1.34661,'Overall Health'
-1.349545,-1.287681,-1.391409,'Cognitive Decline'
-0.436034,-0.338766,-0.534702,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
2.219832,2.313569,2.082775,'Overall Health'
-1.327264,-1.301568,-1.365578,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.306321,1.443344,1.161492,'Screenings and Vaccines'
-1.264878,-1.255279,-1.288087,'Overall Health'
-0.779157,-0.72759,-0.827446,'Overall Health'
0.383898,0.522201,0.244514,'Screenings and Vaccines'
-0.520701,-0.408199,-0.638023,'Overall Health'
0.018493,0.147264,-0.112806,'Overall Health'
-1.144562,-1.070125,-1.219206,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
2.028217,2.123786,1.906268,'Screenings and Vaccines'
0.646811,0.212068,1.02373,'Overall Health'
-0.030524,0.114862,-0.181687,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.373648,-0.292477,-0.452905,'Nutrition/Physical Activity/Obesity'
-0.627648,-0.528549,-0.728429,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.147722,0.179666,0.111058,'Overall Health'
-0.400385,-0.398941,-0.401245,'Overall Health'
0.143266,-0.024004,0.30909,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.811688,0.559232,1.01512,'Cognitive Decline'
-1.296071,-1.269166,-1.331138,'Overall Health'
2.34906,2.577414,2.121521,'Screenings and Vaccines'
1.239479,1.383169,1.092611,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.930182,2.091384,1.759896,'Overall Health'
2.598604,2.864403,2.341079,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
2.585236,2.808856,2.345384,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.921754,-0.76462,-1.077139,'Mental Health'
0.254669,-0.116581,0.63197,'Nutrition/Physical Activity/Obesity'
-1.340632,-1.278423,-1.374188,'Smoking and Alcohol Use'
1.497935,1.684044,1.316474,'Screenings and Vaccines'
-0.226595,-0.431343,0.012041,'Overall Health'
2.620885,2.892176,2.353994,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.471683,-0.52392,-0.401245,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.104456,-1.181218,-0.909242,'Mental Health'
-0.632104,-0.486889,-0.784395,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.469861,-1.361743,-1.589441,'Overall Health'
-0.560806,-0.491518,-0.625108,'Nutrition/Physical Activity/Obesity'
-0.003787,0.114862,-0.125721,'Nutrition/Physical Activity/Obesity'
-1.483229,-1.380258,-1.572221,'Cognitive Decline'
-0.96186,-1.107156,-0.672463,'Mental Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.018493,0.110233,-0.07406,'Screenings and Vaccines'
0.000669,-0.232302,0.253125,'Nutrition/Physical Activity/Obesity'
-0.685578,-0.639641,-0.728429,'Nutrition/Physical Activity/Obesity'
-0.511788,-0.435972,-0.590667,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.38965,-1.310825,-1.447374,'Overall Health'
-1.376282,-1.269166,-1.481815,'Smoking and Alcohol Use'
-0.850456,-0.797022,-0.896327,'Mental Health'
2.028217,2.211734,1.845997,'Screenings and Vaccines'
-0.137472,0.031543,-0.306533,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.703403,-0.635013,-0.77148,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.466742,1.628498,1.299254,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
2.17527,1.656271,2.254978,'Screenings and Vaccines'
-1.291615,-1.204362,-1.374188,'Mental Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.691372,0.762902,0.61475,'Screenings and Vaccines'
-0.792526,-0.658157,-0.926462,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
1.63162,1.568323,1.630744,Caregiving
-0.551894,-0.459116,-0.642328,'Overall Health'
-1.336176,-1.236764,-1.430154,'Smoking and Alcohol Use'
0.686916,0.813819,0.563089,'Screenings and Vaccines'
-0.966316,-0.917373,-1.012563,'Mental Health'
-0.694491,-0.639641,-0.749955,'Mental Health'
-0.489508,-0.459116,-0.508871,'Overall Health'
-0.819263,-0.736847,-0.900632,'Overall Health'
-0.569718,-0.676672,-0.427075,Caregiving
-1.193579,-1.227506,-1.068529,'Mental Health'
1.448918,1.29522,1.523117,'Overall Health'
-0.935123,-0.843311,-1.029783,'Mental Health'
1.11025,1.160984,1.045256,'Overall Health'
-0.480595,-0.64427,-0.263483,Caregiving
0.005125,0.054687,-0.04823,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.382075,1.512777,1.243288,'Overall Health'
-0.587543,-0.76462,-0.336669,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.018493,-0.014746,0.055092,'Cognitive Decline'
0.147722,0.193553,0.102447,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.988596,-0.884971,-1.094359,'Overall Health'
-1.242597,-1.167331,-1.309612,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.44758,-1.315454,-1.580831,'Overall Health'
0.343792,0.374078,0.30909,'Screenings and Vaccines'
0.571056,0.304645,0.808477,'Cognitive Decline'
-1.443124,-1.324712,-1.563611,'Overall Health'
1.51576,1.707189,1.32939,'Screenings and Vaccines'
0.985478,1.110066,0.855833,'Screenings and Vaccines'
-1.407475,-1.264537,-1.555001,'Overall Health'
2.028217,1.915487,2.013894,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.406179,-0.213787,1.019425,'Overall Health'
-0.057261,-0.250817,0.158413,'Overall Health'
-0.137472,-0.028632,-0.246262,'Nutrition/Physical Activity/Obesity'
1.876708,1.98492,1.74698,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.667269,1.679415,1.613524,Caregiving
0.223476,-0.019375,0.464072,'Overall Health'
-1.242597,-1.148816,-1.335443,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.435549,1.466488,1.376745,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.235022,0.93417,1.432711,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.428459,0.212068,0.63197,'Nutrition/Physical Activity/Obesity'
-0.756877,-0.672043,-0.840361,'Nutrition/Physical Activity/Obesity'
0.005125,0.114862,-0.104195,'Screenings and Vaccines'
2.224288,2.452434,2.000979,'Overall Health'
0.107616,0.253728,-0.03962,'Overall Health'
-1.278246,-1.190475,-1.356968,'Overall Health'
-0.801438,-0.750734,-0.848971,'Nutrition/Physical Activity/Obesity'
-0.159753,-0.422085,0.145498,'Overall Health'
-1.411931,-1.301568,-1.516255,'Mental Health'
-0.235507,-0.292477,-0.173076,Caregiving
-1.278246,-1.218248,-1.322528,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-1.050983,-0.972919,-1.1288,'Mental Health'
-0.199858,-0.139725,-0.263483,'Nutrition/Physical Activity/Obesity'
1.417725,1.568323,1.264814,'Screenings and Vaccines'
0.192283,0.281501,0.102447,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.107616,0.017656,0.201464,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.338599,-1.524865,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.229229,-1.121042,-1.339748,'Smoking and Alcohol Use'
-1.349545,-1.218248,-1.48612,'Overall Health'
0.753758,0.846221,0.6578,'Overall Health'
-1.518878,-1.389516,-1.654017,'Overall Health'
1.297409,1.304478,1.264814,'Overall Health'
1.787585,1.850683,1.69532,'Screenings and Vaccines'
0.97211,1.049891,0.890273,'Screenings and Vaccines'
-0.436034,-0.607239,-0.216127,'Nutrition/Physical Activity/Obesity'
0.784951,0.295388,1.191628,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.153474,-1.046981,-1.262257,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
1.199373,0.758273,1.497287,'Screenings and Vaccines'
-0.110735,-0.03789,-0.177382,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.310825,-1.555001,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
-0.511788,-0.426714,-0.599277,'Overall Health'
-0.03498,-0.213787,0.162718,'Overall Health'
2.362428,2.600558,2.121521,'Overall Health'
-0.462771,-0.417456,-0.513176,'Nutrition/Physical Activity/Obesity'
1.948006,2.114528,1.772811,'Overall Health'
0.143266,0.193553,0.089532,'Overall Health'
-0.271156,-0.227673,-0.310838,'Nutrition/Physical Activity/Obesity'
1.582602,1.605354,1.527422,Caregiving
1.787585,1.961776,1.617829,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
1.359795,1.434086,1.269119,'Screenings and Vaccines'
-0.636561,-0.547064,-0.728429,'Mental Health'
-1.394106,-1.264537,-1.524865,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.394106,-1.29231,-1.50334,'Overall Health'
-0.280069,-0.417456,-0.112806,'Nutrition/Physical Activity/Obesity'
-0.547438,-0.718332,-0.310838,'Mental Health'
2.562955,2.739423,2.345384,'Screenings and Vaccines'
-0.391472,-0.352652,-0.427075,'Overall Health'
-0.418209,-0.32025,-0.513176,'Overall Health'
2.188639,2.373744,1.996674,'Overall Health'
-1.336176,-1.241393,-1.430154,'Mental Health'
-1.300527,-1.213619,-1.382798,'Overall Health'
-0.106279,-0.176756,-0.031009,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
-0.881649,-0.834053,-0.922157,'Mental Health'
-0.96186,-1.033094,-0.827446,'Mental Health'
0.129897,-0.098065,0.365056,'Overall Health'
-1.394106,-1.264537,-1.52917,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.952947,-0.935888,-0.952292,'Mental Health'
-1.073263,-0.959032,-1.189071,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.355823,-0.250817,-0.461515,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
-1.251509,-1.181218,-1.309612,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.057261,-0.000859,-0.121416,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.206948,-1.107156,-1.305307,'Overall Health'
2.081691,2.299682,1.867522,'Overall Health'
-1.460948,-1.338599,-1.585136,'Smoking and Alcohol Use'
-0.685578,-0.903486,-0.345279,'Cognitive Decline'
-0.859368,-1.033094,-0.543312,'Overall Health'
-0.837087,-0.792394,-0.879106,'Nutrition/Physical Activity/Obesity'
-0.685578,-0.579466,-0.7887,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.944035,-0.838682,-1.051309,'Mental Health'
1.63162,1.559065,1.635049,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
1.016671,1.063778,0.954849,'Screenings and Vaccines'
1.270672,1.447973,1.092611,'Overall Health'
-1.068807,-1.176589,-0.827446,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.164209,-0.246189,-0.069755,'Nutrition/Physical Activity/Obesity'
0.054143,0.179666,-0.07406,'Nutrition/Physical Activity/Obesity'
1.337514,1.045262,1.518812,'Screenings and Vaccines'
1.3999,1.572952,1.230373,'Screenings and Vaccines'
-0.520701,-0.426714,-0.620803,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.27695,0.401851,0.154108,'Overall Health'
1.319689,1.45723,1.174407,'Overall Health'
-0.15084,-0.440601,0.197159,'Screenings and Vaccines'
0.031862,0.100976,-0.035315,'Overall Health'
-1.420843,-1.301568,-1.550696,'Overall Health'
-0.912842,-0.829424,-0.999648,'Nutrition/Physical Activity/Obesity'
2.014849,2.035837,1.936403,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.976566,1.151726,0.808477,'Screenings and Vaccines'
-1.153474,-1.08864,-1.214901,'Smoking and Alcohol Use'
-1.108913,-1.019208,-1.193376,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.422665,-0.56558,-0.241957,'Mental Health'
0.10316,0.235212,-0.026704,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
-1.322808,-1.301568,-1.288087,'Mental Health'
2.692184,2.818114,2.448705,'Screenings and Vaccines'
-0.075086,-0.010117,-0.142941,'Overall Health'
0.963197,0.929541,0.97207,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.86828,-0.829424,-0.900632,'Smoking and Alcohol Use'
1.787585,1.832168,1.708235,Caregiving
0.446284,0.545346,0.339226,'Overall Health'
-0.052805,-0.056406,-0.052535,'Overall Health'
1.912357,1.920116,1.845997,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.970772,-0.898857,-1.038394,'Smoking and Alcohol Use'
0.499758,0.494428,0.498513,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.511304,1.70256,1.325085,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.385194,-1.343227,-1.378493,'Smoking and Alcohol Use'
2.487201,2.669991,2.276503,'Overall Health'
-1.403018,-1.29231,-1.516255,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.952947,-1.084012,-0.698294,'Smoking and Alcohol Use'
0.076423,0.12412,0.024956,'Screenings and Vaccines'
-0.997509,-0.903486,-1.090054,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.220316,-1.153444,-1.275172,'Mental Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.958741,1.063778,0.851528,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
2.473832,2.762568,2.194707,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.467227,-0.301735,-0.633718,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.143266,0.221326,0.063702,'Screenings and Vaccines'
-1.38965,-1.278423,-1.50334,'Mental Health'
-0.226595,-0.190642,-0.267788,'Nutrition/Physical Activity/Obesity'
-0.306806,-0.533178,-0.026704,Caregiving
-0.09291,-0.102694,-0.078365,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.371825,-1.287681,-1.447374,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.159753,-0.005488,-0.310838,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.436034,-0.741476,-0.013789,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.29231,-1.576526,'Overall Health'
-1.224772,-1.139558,-1.305307,'Cognitive Decline'
-1.354001,-1.255279,-1.438764,'Smoking and Alcohol Use'
-1.438668,-1.357114,-1.524865,'Overall Health'
-1.478773,-1.33397,-1.623882,'Overall Health'
-0.739052,-1.102527,-0.052535,'Cognitive Decline'
1.68955,1.883085,1.497287,'Screenings and Vaccines'
-0.698947,-0.667414,-0.724124,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.282702,-1.204362,-1.352663,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.141928,-0.162869,-0.112806,'Overall Health'
-1.460948,-1.320083,-1.610967,'Overall Health'
0.829513,0.836964,0.812782,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.403018,-1.301568,-1.51195,'Overall Health'
-0.257788,-0.190642,-0.319448,'Nutrition/Physical Activity/Obesity'
0.388354,-0.028632,0.791257,'Overall Health'
-1.024246,-0.8896,-1.16324,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.108913,-1.00995,-1.206291,'Overall Health'
1.497935,1.614611,1.37244,'Screenings and Vaccines'
-1.086632,-1.05161,-1.102969,Caregiving
0.99439,0.721242,1.195933,'Overall Health'
-0.712315,-0.635013,-0.78009,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.783129,1.915487,1.643659,'Screenings and Vaccines'
1.288496,1.461859,1.122747,'Screenings and Vaccines'
-0.86828,-0.787765,-0.947987,'Overall Health'
-0.823719,-0.72759,-0.917852,'Overall Health'
1.578146,1.609983,1.518812,'Screenings and Vaccines'
-1.354001,-1.324712,-1.322528,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.052805,0.073202,-0.181687,'Nutrition/Physical Activity/Obesity'
0.473021,0.401851,0.532953,'Screenings and Vaccines'
-0.747964,-0.736847,-0.745649,'Smoking and Alcohol Use'
0.74039,0.915654,0.567394,'Screenings and Vaccines'
-1.420843,-1.283052,-1.563611,'Overall Health'
-1.046526,-0.945146,-1.14602,'Mental Health'
-0.391472,-0.357281,-0.418465,Caregiving
-0.712315,-0.667414,-0.745649,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.030524,0.063945,-0.125721,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.113369,-1.019208,-1.206291,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
2.103972,2.234878,1.949318,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.083998,-0.52392,0.442547,'Cognitive Decline'
-0.449402,-0.607239,-0.241957,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-1.033158,-0.954404,-1.107275,'Mental Health'
0.522038,0.614779,0.425327,'Screenings and Vaccines'
-1.126737,-1.125671,-1.081444,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.12856,-0.000859,-0.250568,'Nutrition/Physical Activity/Obesity'
-0.872737,-0.76462,-0.978123,'Overall Health'
0.027406,0.0408,0.007736,'Nutrition/Physical Activity/Obesity'
-0.734596,-0.676672,-0.7887,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.282702,-1.199733,-1.356968,'Smoking and Alcohol Use'
-0.605368,-0.709074,-0.461515,'Cognitive Decline'
-1.171299,-1.190475,-1.077139,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.110735,-0.028632,-0.190297,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.329086,-0.338766,-0.315143,'Screenings and Vaccines'
2.442639,2.669991,2.216232,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
1.916813,2.035837,1.781421,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.695828,0.068574,1.230373,'Screenings and Vaccines'
2.246569,2.415404,2.06125,'Overall Health'
-1.434212,-1.310825,-1.559306,'Overall Health'
2.415902,2.577414,2.220537,'Screenings and Vaccines'
-1.162386,-1.121042,-1.189071,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.085336,0.16578,0.003431,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.242597,-1.102527,-1.378493,'Cognitive Decline'
-0.694491,-0.588724,-0.793005,Caregiving
-0.520701,-0.449858,-0.590667,Caregiving
1.622708,1.762735,1.471457,'Overall Health'
1.694006,1.896972,1.492982,'Screenings and Vaccines'
1.359795,1.438715,1.269119,'Screenings and Vaccines'
2.086147,2.244136,1.910573,'Screenings and Vaccines'
0.633442,0.661067,0.597529,'Overall Health'
1.395444,1.605354,1.191628,'Screenings and Vaccines'
1.546953,1.225788,1.71254,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.300527,-1.232135,-1.382798,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.02295,-0.033261,0.080922,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.106279,-0.389683,0.222989,'Nutrition/Physical Activity/Obesity'
1.743024,1.827539,1.635049,Caregiving
-0.119647,0.008398,-0.250568,Caregiving
1.88562,1.642385,1.957928,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.20877,-0.186013,-0.233347,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.284525,-0.181385,-0.392635,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
0.236845,0.026914,0.438242,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
2.202007,2.332084,2.04403,'Overall Health'
2.264393,1.957147,2.263588,'Screenings and Vaccines'
-1.44758,-1.324712,-1.580831,'Overall Health'
-0.98414,-0.880342,-1.094359,'Mental Health'
0.187827,-0.130467,0.515733,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.796982,-0.861826,-0.685379,Caregiving
1.440005,1.577581,1.299254,'Screenings and Vaccines'
-1.452036,-1.338599,-1.572221,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.411931,-1.301568,-1.533475,'Overall Health'
-1.416387,-1.273795,-1.563611,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
