@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,13-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value_Unit numeric
@attribute DataValueTypeID numeric
@attribute Data_Value_Type numeric
@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,1.426637,1.346138,Caregiving
1,1,1,-1.202492,-1.213619,'Smoking and Alcohol Use'
1,1,1,0.223476,0.332418,'Overall Health'
1,1,1,-1.255966,-1.144187,'Smoking and Alcohol Use'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,1.270672,1.017489,'Cognitive Decline'
1,1,1,-0.734596,-0.681301,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.203829,1.29522,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.154812,1.031376,'Screenings and Vaccines'
1,1,1,-0.057261,-0.48226,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.678004,0.272243,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.113369,-1.134929,'Mental Health'
1,1,1,-0.248876,-0.732218,'Cognitive Decline'
1,1,1,-1.380738,-1.241393,'Mental Health'
2,2,2,-1.478773,-1.338599,'Overall Health'
1,1,1,0.379442,-0.070292,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.436034,-0.676672,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.337999,-0.269333,'Overall Health'
1,1,1,0.325968,0.480542,'Overall Health'
1,1,1,-0.288981,-0.440601,Caregiving
2,2,2,-1.362913,-1.222877,'Overall Health'
1,1,1,-0.311262,-0.292477,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-1.202492,-1.199733,'Smoking and Alcohol Use'
1,1,1,1.128075,1.244303,'Screenings and Vaccines'
1,1,1,-1.077719,-1.148816,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.039437,-0.005488,'Nutrition/Physical Activity/Obesity'
1,1,1,1.3999,1.508148,'Overall Health'
1,1,1,1.680637,1.78125,'Screenings and Vaccines'
1,1,1,0.107616,-0.033261,'Cognitive Decline'
1,1,1,1.012215,0.429624,'Screenings and Vaccines'
1,1,1,0.860706,1.008231,'Screenings and Vaccines'
1,1,1,-0.712315,-0.621126,'Overall Health'
1,1,1,1.63162,1.33688,'Screenings and Vaccines'
1,1,1,0.753758,0.462026,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.499758,-0.000859,'Overall Health'
1,1,1,1.992568,1.670158,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.057261,-0.042519,'Nutrition/Physical Activity/Obesity'
1,1,1,1.065689,0.897139,'Overall Health'
2,2,2,-1.354001,-1.236764,'Overall Health'
1,1,1,2.634254,2.91532,'Screenings and Vaccines'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,1.377619,1.531292,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.155296,-0.195271,'Screenings and Vaccines'
1,1,1,1.711831,1.878456,'Screenings and Vaccines'
1,1,1,-0.008243,0.031543,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.762671,0.762902,'Overall Health'
1,1,1,0.388354,0.337047,'Cognitive Decline'
1,1,1,-0.141928,0.00377,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.695828,0.346305,'Screenings and Vaccines'
1,1,1,-1.113369,-1.056238,'Overall Health'
2,2,2,-1.309439,-1.185846,'Overall Health'
1,1,1,0.290319,0.350934,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
2,2,2,-1.420843,-1.315454,'Overall Health'
1,1,1,1.462286,1.522034,'Screenings and Vaccines'
1,1,1,-0.565262,-0.486889,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.670387,-0.28392,Caregiving
2,2,2,-1.425299,-1.287681,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
2,2,2,-1.282702,-1.144187,'Overall Health'
1,1,1,1.57369,1.61924,'Overall Health'
1,1,1,-0.890561,-1.042352,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.627164,1.767364,'Screenings and Vaccines'
1,1,1,0.005125,0.12412,'Nutrition/Physical Activity/Obesity'
1,1,1,0.054143,0.077831,'Overall Health'
1,1,1,1.444462,1.614611,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.981022,1.091551,'Screenings and Vaccines'
1,1,1,-1.206948,-1.060867,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.233685,-1.204362,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.086632,-1.134929,'Overall Health'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-1.238141,-1.144187,'Smoking and Alcohol Use'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.370529,0.471284,'Screenings and Vaccines'
1,1,1,-0.899473,-0.797022,'Mental Health'
1,1,1,-1.131193,-1.153444,'Smoking and Alcohol Use'
1,1,1,-0.146384,-0.334137,'Cognitive Decline'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.115191,-0.084179,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.043893,-0.435972,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.133016,0.026914,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.514422,-1.389516,'Overall Health'
1,1,1,-1.362913,-1.259908,'Mental Health'
1,1,1,0.628986,0.313903,'Screenings and Vaccines'
1,1,1,-1.309439,-1.195104,'Overall Health'
1,1,1,0.348249,-0.125838,'Overall Health'
2,2,2,-1.327264,-1.190475,'Overall Health'
1,1,1,0.963197,1.128582,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.525157,-0.463745,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.438668,-1.301568,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.369192,-0.343395,'Overall Health'
2,2,2,-1.394106,-1.25065,'Overall Health'
1,1,1,-1.126737,-1.028465,'Overall Health'
2,2,2,-1.416387,-1.384887,'Overall Health'
1,1,1,-0.351367,-0.278591,'Overall Health'
1,1,1,-0.944035,-0.875713,'Smoking and Alcohol Use'
1,1,1,-0.565262,-0.611868,'Cognitive Decline'
1,1,1,-1.385194,-1.29231,'Mental Health'
1,1,1,-0.262244,-0.102694,'Nutrition/Physical Activity/Obesity'
1,1,1,1.524672,1.6609,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.098704,-0.010117,'Screenings and Vaccines'
1,1,1,-1.04207,-0.931259,'Mental Health'
1,1,1,-0.395929,-0.334137,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,-1.349545,-1.199733,'Overall Health'
1,1,1,-1.291615,-1.199733,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.079057,0.924912,'Cognitive Decline'
1,1,1,-1.184667,-1.111785,'Cognitive Decline'
1,1,1,1.462286,1.596096,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.779157,-0.676672,Caregiving
1,1,1,-1.220316,-1.116414,'Mental Health'
1,1,1,-0.98414,-0.898857,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.203829,1.086922,'Screenings and Vaccines'
2,2,2,-1.478773,-1.33397,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.721227,-0.662786,Caregiving
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.538525,-0.56558,'Overall Health'
1,1,1,-0.636561,-0.533178,'Nutrition/Physical Activity/Obesity'
1,1,1,2.77685,3.040299,'Screenings and Vaccines'
1,1,1,-1.278246,-1.241393,'Overall Health'
1,1,1,-0.288981,-0.366539,'Overall Health'
1,1,1,1.288496,1.285963,'Overall Health'
1,1,1,-0.083998,-0.232302,'Overall Health'
1,1,1,-0.694491,-0.570209,'Overall Health'
1,1,1,2.411446,2.642218,'Overall Health'
2,2,2,-1.376282,-1.301568,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,0.312599,0.443511,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
2,2,2,-1.367369,-1.232135,'Overall Health'
1,1,1,-1.01979,-0.935888,'Overall Health'
1,1,1,-0.895017,-0.801651,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,1.765304,1.966405,'Overall Health'
1,1,1,-0.520701,-0.417456,'Mental Health'
1,1,1,-0.507332,-0.547064,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.34197,0.883252,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.596455,-0.625755,Caregiving
1,1,1,1.141443,0.7305,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.809866,1.980291,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.998846,0.929541,'Overall Health'
1,1,1,1.729655,1.202643,'Screenings and Vaccines'
1,1,1,-0.2667,-0.15824,'Overall Health'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.236845,0.170408,'Overall Health'
1,1,1,0.370529,0.429624,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.173121,-0.486889,'Overall Health'
1,1,1,-1.077719,-1.00995,'Mental Health'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-0.168665,-0.542435,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.890561,-0.773878,'Overall Health'
1,1,1,2.52285,2.744052,'Screenings and Vaccines'
1,1,1,1.16818,1.21653,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.050983,-0.972919,'Smoking and Alcohol Use'
1,1,1,-0.823719,-0.778507,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.284525,-0.329508,Caregiving
1,1,1,1.520216,1.665529,'Overall Health'
1,1,1,1.506848,1.512777,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.413268,1.559065,'Screenings and Vaccines'
1,1,1,1.297409,1.008231,'Overall Health'
1,1,1,-0.09291,-0.463745,'Cognitive Decline'
1,1,1,0.009581,0.147264,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.583087,-0.445229,'Mental Health'
1,1,1,-0.565262,-0.426714,'Overall Health'
1,1,1,-1.059895,-0.991434,'Smoking and Alcohol Use'
1,1,1,-0.890561,-0.797022,Caregiving
1,1,1,0.089792,-0.107323,'Nutrition/Physical Activity/Obesity'
1,1,1,2.028217,2.234878,'Overall Health'
2,2,2,-1.345089,-1.29231,'Overall Health'
1,1,1,0.281406,0.360192,'Overall Health'
1,1,1,-1.38965,-1.352485,'Mental Health'
1,1,1,1.792041,1.716446,'Screenings and Vaccines'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.854912,-0.773878,'Mental Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.881649,-0.824796,'Mental Health'
1,1,1,1.22611,1.25819,'Screenings and Vaccines'
1,1,1,1.787585,1.438715,Caregiving
1,1,1,-0.271156,-0.343395,'Overall Health'
1,1,1,0.04523,0.147264,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-1.1,-1.005321,'Cognitive Decline'
1,1,1,0.874074,0.411109,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.235507,-0.385054,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,1.912357,1.989549,'Overall Health'
1,1,1,-0.329086,-0.366539,'Overall Health'
1,1,1,0.455196,0.355563,'Cognitive Decline'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.801438,-0.884971,'Screenings and Vaccines'
1,1,1,-0.043893,-0.630384,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,1.934638,2.10527,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.97211,1.017489,'Screenings and Vaccines'
1,1,1,1.061233,0.89251,'Cognitive Decline'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.284525,-0.352652,Caregiving
1,1,1,-0.043893,-0.074921,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.193579,-1.102527,'Overall Health'
2,2,2,-1.438668,-1.301568,'Overall Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,1.043408,0.272243,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.841544,-0.824796,'Nutrition/Physical Activity/Obesity'
1,1,1,0.97211,1.100808,'Screenings and Vaccines'
1,1,1,2.380253,2.38763,'Overall Health'
1,1,1,-0.186489,-0.412827,'Overall Health'
1,1,1,0.174459,-0.03789,'Cognitive Decline'
1,1,1,2.166358,2.299682,'Overall Health'
1,1,1,1.350882,0.577748,'Overall Health'
1,1,1,-0.658841,-0.630384,Caregiving
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-1.131193,-1.08864,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,1.841059,1.489632,Caregiving
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.293437,-0.176756,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.507332,-0.431343,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.166843,-1.195104,'Smoking and Alcohol Use'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.534069,-0.431343,'Nutrition/Physical Activity/Obesity'
1,1,1,1.279584,1.285963,'Screenings and Vaccines'
1,1,1,1.956919,1.906229,Caregiving
1,1,1,2.161902,2.170074,'Overall Health'
1,1,1,0.107616,0.258357,'Overall Health'
1,1,1,1.145899,0.998974,'Screenings and Vaccines'
1,1,1,-0.583087,-0.486889,'Nutrition/Physical Activity/Obesity'
1,1,1,0.678004,0.438882,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.662813,1.674787,'Screenings and Vaccines'
1,1,1,-0.115191,-0.440601,'Cognitive Decline'
1,1,1,1.604883,1.651642,Caregiving
1,1,1,-0.177577,-0.454487,'Cognitive Decline'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.774701,-0.959032,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.046526,-0.982177,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.27379,-1.204362,'Mental Health'
1,1,1,1.382075,0.452769,'Overall Health'
2,2,2,-1.313895,-1.306197,'Overall Health'
1,1,1,0.13881,0.272243,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.536703,-1.41266,'Smoking and Alcohol Use'
1,1,1,1.952463,2.151559,'Overall Health'
1,1,1,1.261759,1.350767,'Screenings and Vaccines'
2,2,2,-1.354001,-1.246021,'Overall Health'
1,1,1,0.018493,-0.246189,'Nutrition/Physical Activity/Obesity'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,0.366073,0.471284,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.436034,-0.338766,'Nutrition/Physical Activity/Obesity'
1,1,1,0.116529,0.142635,'Overall Health'
1,1,1,1.667269,1.818281,'Screenings and Vaccines'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.569718,-0.722961,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,1.720743,1.489632,Caregiving
1,1,1,-0.654385,-0.597982,'Nutrition/Physical Activity/Obesity'
2,2,2,-1.483229,-1.343227,'Overall Health'
1,1,1,1.257303,1.350767,'Screenings and Vaccines'
1,1,1,0.793864,0.860108,'Overall Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.178915,0.114862,'Nutrition/Physical Activity/Obesity'
1,1,1,0.343792,0.221326,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.182033,-0.144354,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-1.055439,-0.96829,'Cognitive Decline'
2,2,2,-1.358457,-1.227506,'Overall Health'
1,1,1,-0.271156,-0.621126,'Cognitive Decline'
1,1,1,-0.199858,-0.255446,'Cognitive Decline'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.627648,-0.658157,'Overall Health'
1,1,1,1.694006,1.684044,Caregiving
1,1,1,1.408812,1.485004,'Screenings and Vaccines'
1,1,1,-0.96186,-0.894228,Caregiving
1,1,1,-1.322808,-1.176589,'Mental Health'
1,1,1,-0.458315,-0.352652,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.860706,1.01286,'Screenings and Vaccines'
1,1,1,-0.030524,0.026914,'Overall Health'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.387016,-0.250817,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,2.380253,2.253394,'Screenings and Vaccines'
1,1,1,-0.636561,-0.662786,'Screenings and Vaccines'
1,1,1,1.3999,1.452602,'Screenings and Vaccines'
2,2,2,-1.434212,-1.338599,'Overall Health'
1,1,1,-1.104456,-1.060867,'Mental Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.264658,-0.447356,'Cognitive Decline'
1,1,1,-0.083998,-0.172127,'Overall Health'
1,1,1,2.148533,2.253394,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,0.490845,0.096347,'Screenings and Vaccines'
1,1,1,-0.066173,-0.334137,'Cognitive Decline'
1,1,1,-0.743508,-0.648899,'Overall Health'
1,1,1,-0.137472,-0.061034,'Overall Health'
1,1,1,0.713653,0.716613,'Screenings and Vaccines'
1,1,1,1.774217,1.961776,'Screenings and Vaccines'
2,2,2,-1.398562,-1.246021,'Overall Health'
1,1,1,-0.467227,-0.36191,'Nutrition/Physical Activity/Obesity'
1,1,1,1.618251,1.776621,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-1.202492,-1.074754,'Smoking and Alcohol Use'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.21586,-1.107156,'Smoking and Alcohol Use'
1,1,1,0.50867,0.508315,'Overall Health'
1,1,1,-0.939579,-0.880342,'Mental Health'
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,2.34906,2.577414,'Screenings and Vaccines'
1,1,1,-0.627648,-0.718332,'Mental Health'
1,1,1,0.259126,0.392594,'Screenings and Vaccines'
1,1,1,1.203829,1.25819,'Screenings and Vaccines'
1,1,1,1.569234,1.355396,Caregiving
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.052805,-0.135096,Caregiving
1,1,1,1.177092,0.804562,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,-0.03498,0.00377,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.98414,-1.000692,'Mental Health'
2,2,2,-1.469861,-1.352485,'Overall Health'
1,1,1,-1.055439,-0.940517,'Overall Health'
1,1,1,-1.429755,-1.306197,'Smoking and Alcohol Use'
2,2,2,-1.416387,-1.287681,'Overall Health'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,0.178915,-0.357281,'Cognitive Decline'
1,1,1,-0.199858,-0.223044,'Screenings and Vaccines'
1,1,1,-1.247053,-1.176589,'Mental Health'
1,1,1,1.466742,1.577581,'Screenings and Vaccines'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.841544,-0.80628,'Smoking and Alcohol Use'
1,1,1,-0.297893,-0.232302,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.98414,-1.05161,'Mental Health'
1,1,1,-0.2044,-0.28392,Caregiving
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,-0.168665,-0.449858,'Cognitive Decline'
1,1,1,-0.979684,-0.834053,'Smoking and Alcohol Use'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.400385,-0.329508,'Overall Health'
1,1,1,0.401722,0.494428,'Screenings and Vaccines'
1,1,1,0.673548,0.332418,'Cognitive Decline'
1,1,1,1.506848,1.656271,'Screenings and Vaccines'
1,1,1,-0.734596,-0.908115,'Overall Health'
1,1,1,1.453374,1.262818,'Screenings and Vaccines'
1,1,1,-1.27379,-1.227506,'Smoking and Alcohol Use'
1,1,1,1.212742,1.313736,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
2,2,2,-1.487685,-1.343227,'Overall Health'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,0.125441,0.221326,'Screenings and Vaccines'
1,1,1,0.075433,0.107494,'Overall Health'
1,1,1,-0.320174,-0.422085,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.324246,-0.3228,'Nutrition/Physical Activity/Obesity'
1,1,1,0.415091,0.457398,'Overall Health'
1,1,1,-1.180211,-1.042352,'Smoking and Alcohol Use'
1,1,1,1.382075,1.147097,Caregiving
2,2,2,0.075433,0.107494,'Overall Health'
1,1,1,1.431093,1.031376,'Screenings and Vaccines'
2,2,2,-1.474317,-1.347856,'Overall Health'
1,1,1,0.33488,0.28613,'Screenings and Vaccines'
1,1,1,1.854427,1.980291,'Overall Health'
1,1,1,-0.779157,-0.829424,'Smoking and Alcohol Use'
1,1,1,0.865162,0.989716,'Screenings and Vaccines'
2,2,2,-1.416387,-1.283052,'Overall Health'
1,1,1,1.497935,1.614611,'Overall Health'
1,1,1,-1.113369,-1.074754,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,1.05232,1.244303,'Screenings and Vaccines'
1,1,1,-1.022543,-0.968484,'Mental Health'
1,1,1,1.208286,1.165612,'Screenings and Vaccines'
1,1,1,-1.198036,-1.116414,'Mental Health'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,2.52285,2.79497,'Screenings and Vaccines'
1,1,1,-0.667754,-0.588724,'Nutrition/Physical Activity/Obesity'
1,1,1,1.760848,1.994178,'Overall Health'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,-0.747964,-0.690559,'Nutrition/Physical Activity/Obesity'
1,1,1,0.50867,0.230584,'Overall Health'
1,1,1,-0.369192,-0.195271,'Nutrition/Physical Activity/Obesity'
1,1,1,-0.493964,-0.380425,'Nutrition/Physical Activity/Obesity'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-0.716771,-0.662786,'Smoking and Alcohol Use'
1,1,1,0.535407,0.077831,'Screenings and Vaccines'
1,1,1,1.431093,1.526663,'Screenings and Vaccines'
1,1,1,-0.908386,-1.398774,'Cognitive Decline'
1,1,1,1.145899,1.198014,'Overall Health'
1,1,1,0.16109,-0.324879,'Screenings and Vaccines'
1,1,1,-1.117744,-1.0579,'Smoking and Alcohol Use'
1,1,1,2.054954,2.045095,'Overall Health'
1,1,1,-0.912842,-0.820167,'Overall Health'
2,2,2,-1.398562,-1.287681,'Overall Health'
1,1,1,-0.2044,-0.28392,Caregiving
1,1,1,-0.2044,-0.28392,Caregiving
2,2,2,-1.443124,-1.310825,'Overall Health'
1,1,1,2.17527,2.170074,'Screenings and Vaccines'
1,1,1,1.57369,1.522034,Caregiving
1,1,1,1.217198,1.387798,'Overall Health'
1,1,1,-0.993053,-0.898857,'Mental Health'
1,1,1,1.190461,1.267447,'Screenings and Vaccines'
1,1,1,-0.164209,-0.269333,'Overall Health'
1,1,1,-1.1,-1.014579,'Cognitive Decline'
1,1,1,0.997942,1.004426,'Screenings and Vaccines'
1,1,1,-1.046526,-0.954404,'Mental Health'
